job_id,company,title,location,job_url,date_posted,source,collected_at,department,employment_type,remote_status,skills,function,seniority,remote_classification,salary_min,salary_max,salary_currency
greenhouse:godaddy:7753818003,GoDaddy,Senior Software Development Engineer,Colombia,https://careers.godaddy/jobs?gh_jid=7753818003,2026-06-24T11:29:25-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AI Agents; AWS; CI/CD; Docker; Elasticsearch; Go; Incident Response; Kubernetes; LLMs; Microsoft Azure; MongoDB; Node.js; Observability; PostgreSQL; Python; RAG; React; Redis; SQL; Vector Databases; Vue.js,Engineering,Senior,On-site,,,
greenhouse:godaddy:6620837003,GoDaddy,Senior Software Engineer- Backend/Infrastructure,Canada,https://careers.godaddy/jobs?gh_jid=6620837003,2025-08-01T16:20:18-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; Argo CD; CI/CD; Elasticsearch; Helm; Java; Kubernetes; Node.js; Observability; SQL,Infrastructure / SRE,Senior,On-site,,,
greenhouse:godaddy:7728706003,GoDaddy,Senior Software Engineer - Golang,"Pune, Maharashtra, India",https://careers.godaddy/jobs?gh_jid=7728706003,2026-08-31T03:07:30-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,C#; CI/CD; Go; Java,Engineering,Senior,On-site,,,
greenhouse:godaddy:7882549003,GoDaddy,Senior Software Engineer - Python,India,https://careers.godaddy/jobs?gh_jid=7882549003,2026-08-31T03:07:44-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; Ansible; CI/CD; DNS; Git; JavaScript; MySQL; Observability; Python; Redis,Engineering,Senior,On-site,,,
greenhouse:godaddy:7787000003,GoDaddy,Site Merchandising Manager,India,https://careers.godaddy/jobs?gh_jid=7787000003,2026-08-11T05:52:29-04:00,greenhouse,2026-09-01T03:52:09Z,Marketing,,,Project Management,Marketing,Manager,On-site,,,
greenhouse:godaddy:7820533003,GoDaddy,Site Reliability Engineer,Romania,https://careers.godaddy/jobs?gh_jid=7820533003,2026-08-25T11:21:22-04:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,Ansible; Docker; Incident Response; LLMs; Linux; Observability; Python,Infrastructure / SRE,Unknown,On-site,,,
greenhouse:godaddy:7529374003,GoDaddy,Site Reliability Engineer - Ceph Storage,United States,https://careers.godaddy/jobs?gh_jid=7529374003,2025-12-11T18:58:53-05:00,greenhouse,2026-09-01T03:52:09Z,IT Ops,,,Ansible; Grafana; Incident Response; Kubernetes; Linux; Observability; Prometheus; Python; WordPress Multisite,Infrastructure / SRE,Unknown,On-site,,,
greenhouse:godaddy:7823112003,GoDaddy,Software Development Engineer,"Melbourne, Victoria, Australia",https://careers.godaddy/jobs?gh_jid=7823112003,2026-08-17T03:37:28-04:00,greenhouse,2026-09-01T03:52:09Z,Engineering,,,AWS; CI/CD; Git; GitHub Actions; Java; JavaScript; MongoDB; Node.js; PostgreSQL; TypeScript,Engineering,Unknown,On-site,,,
greenhouse:godaddy:5117001003,GoDaddy,Talent Pool,EMEA,https://careers.godaddy/jobs?gh_jid=5117001003,2022-05-06T10:51:16-04:00,greenhouse,2026-09-01T03:52:09Z,,,,,HR / People,Unknown,On-site,,,
greenhouse:godaddy:7882557003,GoDaddy,Technical Program Manager - AWS Cloud Infrastructure,"British Columbia, Canada; Ontario",https://careers.godaddy/jobs?gh_jid=7882557003,2026-08-21T18:37:12-04:00,greenhouse,2026-09-01T03:52:09Z,Project/Program Management,,,AWS; Product Management; Project Management,Infrastructure / SRE,Manager,On-site,,,
greenhouse:digitalocean98:7536702,DigitalOcean,Cloud Operations Administrator - II,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7536702,2026-01-29T17:57:32-05:00,greenhouse,2026-09-01T03:52:09Z,Infrastructure,,,Bash; Kubernetes; Linux; Observability; Python,Operations,Mid Level,On-site,,,
greenhouse:digitalocean98:8164813,DigitalOcean,Compensation Partner,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8164813,2026-08-31T16:02:29-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,,Finance,Unknown,On-site,,,
greenhouse:digitalocean98:8164810,DigitalOcean,Compensation Partner,Austin,https://www.digitalocean.com/careers/position/apply/?gh_jid=8164810,2026-08-31T15:59:51-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,,Finance,Unknown,On-site,,,
greenhouse:digitalocean98:8164809,DigitalOcean,Compensation Partner,San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8164809,2026-08-31T15:59:10-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,,Finance,Unknown,On-site,,,
greenhouse:digitalocean98:8164812,DigitalOcean,Compensation Partner,Denver,https://www.digitalocean.com/careers/position/apply/?gh_jid=8164812,2026-08-31T16:02:05-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,,Finance,Unknown,On-site,,,
greenhouse:digitalocean98:8164811,DigitalOcean,Compensation Partner,Boston,https://www.digitalocean.com/careers/position/apply/?gh_jid=8164811,2026-08-31T16:00:39-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,,Finance,Unknown,On-site,,,
greenhouse:digitalocean98:7761087,DigitalOcean,Customer Success Engineer II - Database,Hyderabad,https://www.digitalocean.com/careers/position/apply/?gh_jid=7761087,2026-04-01T11:39:56-04:00,greenhouse,2026-09-01T03:52:09Z,Customer Support,,,AWS; Ansible; Apache Kafka; Customer Success; Google Cloud; Helm; Incident Response; Kubernetes; Linux; Microsoft Azure; MongoDB; MySQL; Node.js; Observability; PHP; PostgreSQL; Python; Redis; Technical Support; Terraform,Customer Success,Mid Level,On-site,,,
greenhouse:digitalocean98:7727252,DigitalOcean,Data Center Engineer II,Germany,https://www.digitalocean.com/careers/position/apply/?gh_jid=7727252,2026-03-18T12:18:58-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,Linux,Infrastructure / SRE,Mid Level,On-site,,,
greenhouse:digitalocean98:8163224,DigitalOcean,Data Center Engineer II,Wenatchee,https://www.digitalocean.com/careers/position/apply/?gh_jid=8163224,2026-08-27T17:02:15-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,Linux,Infrastructure / SRE,Mid Level,On-site,,,
greenhouse:digitalocean98:7904346,DigitalOcean,Data Center Engineer II,Atlanta,https://www.digitalocean.com/careers/position/apply/?gh_jid=7904346,2026-05-07T10:08:24-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,Linux,Infrastructure / SRE,Mid Level,On-site,,,
greenhouse:digitalocean98:8155703,DigitalOcean,Data Center Manager,Wenatchee,https://www.digitalocean.com/careers/position/apply/?gh_jid=8155703,2026-08-27T12:52:24-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,CI/CD; Observability,Infrastructure / SRE,Manager,On-site,,,
greenhouse:digitalocean98:8162270,DigitalOcean,Data Center Manager ATL,Atlanta,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162270,2026-08-27T13:28:17-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,CI/CD; Observability,Infrastructure / SRE,Manager,On-site,,,
greenhouse:digitalocean98:7975239,DigitalOcean,"Director, Engineering - Inference Serving Engine",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975239,2026-06-16T05:43:37-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,Kubernetes; LLMs; Node.js; Observability; Product Management,Engineering,Director,On-site,,,
greenhouse:digitalocean98:8016542,DigitalOcean,"Director, Field & Event Marketing",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8016542,2026-07-21T15:15:22-04:00,greenhouse,2026-09-01T03:52:09Z,Events & Field Marketing,,,Salesforce,Marketing,Director,On-site,,,
greenhouse:digitalocean98:7975203,DigitalOcean,"Director of Engineering, Managed Database Service",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975203,2026-06-17T03:36:38-04:00,greenhouse,2026-09-01T03:52:09Z,Data & Learning,,,Apache Kafka; Customer Success; Google Cloud; Incident Response; Microsoft Azure; MongoDB; MySQL; Observability; PostgreSQL; Redis; SQL,Engineering,Director,On-site,,,
greenhouse:digitalocean98:7960771,DigitalOcean,"Director, Security Products",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7960771,2026-06-03T10:27:31-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,AWS; Apache; Apache Kafka; Application Security; Google Cloud; Helm; JavaScript; Kubernetes; Microsoft Azure; Node.js; Product Management; SIEM; Terraform; WAF,Security,Director,On-site,,,
greenhouse:digitalocean98:7579090,DigitalOcean,"Director, Startup Ecosystem",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7579090,2026-01-30T14:04:29-05:00,greenhouse,2026-09-01T03:52:09Z,Developer Relations,,,Partnerships,Engineering,Director,On-site,,,
greenhouse:digitalocean98:7807707,DigitalOcean,"Manager, Customer Success Engineering",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7807707,2026-04-13T16:38:43-04:00,greenhouse,2026-09-01T03:52:09Z,Customer Support,,,AWS; Account Management; Customer Success; Generative AI; Google Cloud; Kubernetes; LLMs; MLOps; Machine Learning; Microsoft Azure; PyTorch; Python; Technical Support; TensorFlow,Customer Success,Manager,On-site,,,
greenhouse:digitalocean98:8039350,DigitalOcean,"Manager, Customer Success Engineering",New York,https://www.digitalocean.com/careers/position/apply/?gh_jid=8039350,2026-06-30T15:28:44-04:00,greenhouse,2026-09-01T03:52:09Z,Customer Support,,,AWS; Account Management; Customer Success; Generative AI; Google Cloud; Kubernetes; LLMs; MLOps; Machine Learning; Microsoft Azure; PyTorch; Python; Technical Support; TensorFlow,Customer Success,Manager,On-site,,,
greenhouse:digitalocean98:7530090,DigitalOcean,"Manager, Sales",Hyderabad,https://www.digitalocean.com/careers/position/apply/?gh_jid=7530090,2026-01-15T06:37:52-05:00,greenhouse,2026-09-01T03:52:09Z,Sales & Partnerships,,,Account Management; Customer Success; Partnerships,Sales,Manager,On-site,,,
greenhouse:digitalocean98:7975149,DigitalOcean,"Principal Engineer, Data Center Architect",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975149,2026-06-17T10:56:11-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975145,DigitalOcean,"Principal Engineer, Data Center Architect",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975145,2026-06-17T10:53:35-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975063,DigitalOcean,"Principal Engineer - Security Products, Security Visibility",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975063,2026-06-04T15:33:07-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,Apache; Apache Kafka; Datadog; ISO 27001; Kubernetes; MySQL; Observability; OpenTelemetry; PCI DSS; SIEM; SOC 2; SQL; Terraform,Security,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975061,DigitalOcean,"Principal Engineer - Security Products, Security Visibility",Boston,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975061,2026-06-04T15:32:16-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,Apache; Apache Kafka; Datadog; ISO 27001; Kubernetes; MySQL; Observability; OpenTelemetry; PCI DSS; SIEM; SOC 2; SQL; Terraform,Security,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975137,DigitalOcean,Principal Infrastructure Architect,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975137,2026-06-17T10:59:49-04:00,greenhouse,2026-09-01T03:52:09Z,,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975133,DigitalOcean,Principal Infrastructure Architect,San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975133,2026-06-17T10:58:58-04:00,greenhouse,2026-09-01T03:52:09Z,,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:8017166,DigitalOcean,"Principal Product Manager, Inference Engine",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8017166,2026-06-24T14:08:27-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,LLMs; Observability,Product,Manager,On-site,,,
greenhouse:digitalocean98:7975173,DigitalOcean,"Principal Sourcer, Data Center",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975173,2026-06-29T23:13:58-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:7975169,DigitalOcean,"Principal Sourcer, Data Center",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975169,2026-06-29T23:14:55-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Lead / Staff,On-site,,,
greenhouse:digitalocean98:8162102,DigitalOcean,"Product Security Engineer, Secure Design",United States,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162102,2026-08-27T12:44:41-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,CI/CD; Go; JavaScript; Rust,Security,Unknown,On-site,,,
greenhouse:digitalocean98:8160072,DigitalOcean,"Product Security Engineer, Secure Design",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8160072,2026-08-27T12:43:43-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,CI/CD; Go; JavaScript; Rust,Security,Unknown,On-site,,,
greenhouse:digitalocean98:8160070,DigitalOcean,"Product Security Engineer, Secure Design",Boston,https://www.digitalocean.com/careers/position/apply/?gh_jid=8160070,2026-08-27T13:33:17-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,CI/CD; Go; JavaScript; Rust,Security,Unknown,On-site,,,
greenhouse:digitalocean98:8029216,DigitalOcean,Revenue Enablement Manager,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8029216,2026-06-25T15:31:58-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,,Sales,Manager,On-site,,,
greenhouse:digitalocean98:8014451,DigitalOcean,Revenue Enablement Manager,San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8014451,2026-06-23T14:51:55-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,,Sales,Manager,On-site,,,
greenhouse:digitalocean98:8014452,DigitalOcean,Revenue Enablement Manager,Austin,https://www.digitalocean.com/careers/position/apply/?gh_jid=8014452,2026-06-23T14:52:28-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,,Sales,Manager,On-site,,,
greenhouse:digitalocean98:8014453,DigitalOcean,Revenue Enablement Manager,Boston,https://www.digitalocean.com/careers/position/apply/?gh_jid=8014453,2026-06-23T14:52:52-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,,Sales,Manager,On-site,,,
greenhouse:digitalocean98:8014454,DigitalOcean,Revenue Enablement Manager,Denver,https://www.digitalocean.com/careers/position/apply/?gh_jid=8014454,2026-06-23T14:53:11-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,,Sales,Manager,On-site,,,
greenhouse:digitalocean98:7732620,DigitalOcean,Revenue Operations Engineer,Hyderabad,https://www.digitalocean.com/careers/position/apply/?gh_jid=7732620,2026-03-20T05:33:13-04:00,greenhouse,2026-09-01T03:52:09Z,Revenue Operations,,,Looker; Python; SQL; Salesforce,Sales,Unknown,On-site,,,
greenhouse:digitalocean98:7917780,DigitalOcean,"Senior Application Security Engineer I, Security Platform",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7917780,2026-06-22T14:12:10-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,Application Security; Docker; GitHub Actions; Go; JavaScript; Kubernetes; Prometheus; Python,Security,Senior,On-site,,,
greenhouse:digitalocean98:8103678,DigitalOcean,Senior Business Internal Auditor,Karachi,https://www.digitalocean.com/careers/position/apply/?gh_jid=8103678,2026-08-04T15:39:29-04:00,greenhouse,2026-09-01T03:52:09Z,Finance,,,Looker,Finance,Senior,On-site,,,
greenhouse:digitalocean98:8162577,DigitalOcean,Senior Capacity Planner,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162577,2026-08-28T12:39:34-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,AI Agents; Grafana; Looker; SQL,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:8162594,DigitalOcean,Senior Capacity Planner,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162594,2026-08-31T15:12:59-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,Docker; Grafana; Kubernetes; Looker; Observability; Project Management; SQL,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:8099106,DigitalOcean,"Senior Corporate Counsel, Product",Denver,https://www.digitalocean.com/careers/position/apply/?gh_jid=8099106,2026-07-31T16:53:18-04:00,greenhouse,2026-09-01T03:52:09Z,Legal,,,GDPR; Incident Response; SOC 2,Legal / Compliance,Senior,On-site,,,
greenhouse:digitalocean98:8099103,DigitalOcean,"Senior Corporate Counsel, Product",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8099103,2026-07-31T16:52:26-04:00,greenhouse,2026-09-01T03:52:09Z,Legal,,,GDPR; Incident Response; SOC 2,Legal / Compliance,Senior,On-site,,,
greenhouse:digitalocean98:8099104,DigitalOcean,"Senior Corporate Counsel, Product",Austin,https://www.digitalocean.com/careers/position/apply/?gh_jid=8099104,2026-07-31T16:52:44-04:00,greenhouse,2026-09-01T03:52:09Z,Legal,,,GDPR; Incident Response; SOC 2,Legal / Compliance,Senior,On-site,,,
greenhouse:digitalocean98:8099105,DigitalOcean,"Senior Corporate Counsel, Product",Boston,https://www.digitalocean.com/careers/position/apply/?gh_jid=8099105,2026-07-31T16:53:01-04:00,greenhouse,2026-09-01T03:52:09Z,Legal,,,GDPR; Incident Response; SOC 2,Legal / Compliance,Senior,On-site,,,
greenhouse:digitalocean98:8100229,DigitalOcean,"Senior Corporate Counsel, Product",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8100229,2026-07-31T16:54:01-04:00,greenhouse,2026-09-01T03:52:09Z,Legal,,,GDPR; Incident Response; SOC 2,Legal / Compliance,Senior,On-site,,,
greenhouse:digitalocean98:7761097,DigitalOcean,Senior Customer Success Engineer I - Kubernetes,Hyderabad,https://www.digitalocean.com/careers/position/apply/?gh_jid=7761097,2026-04-01T15:02:13-04:00,greenhouse,2026-09-01T03:52:09Z,Customer Support,,,Ansible; Argo CD; Bash; CI/CD; Customer Success; Go; Grafana; Helm; Kubernetes; Linux; Load Balancing; Observability; OpenTelemetry; Prometheus; Python; Technical Support; Terraform,Customer Success,Senior,On-site,,,
greenhouse:digitalocean98:8077803,DigitalOcean,Senior Data Center Engineer,Atlanta,https://www.digitalocean.com/careers/position/apply/?gh_jid=8077803,2026-07-21T15:42:59-04:00,greenhouse,2026-09-01T03:52:09Z,Infrastructure,,,Bash; Linux,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:7759637,DigitalOcean,Senior Data Center Engineer II,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7759637,2026-04-01T18:54:07-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,Bash; Linux,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:8018939,DigitalOcean,Senior Deployment Engineer,San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8018939,2026-06-30T16:11:58-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,Bash; Linux; Load Balancing,Engineering,Senior,On-site,,,
greenhouse:digitalocean98:8065410,DigitalOcean,"Senior Director, Business Development",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8065410,2026-08-11T13:20:19-04:00,greenhouse,2026-09-01T03:52:09Z,Strategic Partnerships,,,Partnerships,Sales,Director,On-site,,,
greenhouse:digitalocean98:8065414,DigitalOcean,"Senior Director, Business Development",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8065414,2026-08-11T13:20:22-04:00,greenhouse,2026-09-01T03:52:09Z,Strategic Partnerships,,,Partnerships,Sales,Director,On-site,,,
greenhouse:digitalocean98:8026555,DigitalOcean,"Senior Director, Compute Engineering",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8026555,2026-06-24T15:48:55-04:00,greenhouse,2026-09-01T03:52:09Z,Core Cloud,,,,Engineering,Director,On-site,,,
greenhouse:digitalocean98:7975185,DigitalOcean,"Senior Director, Data Center Facilities",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975185,2026-06-24T17:06:17-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,Incident Response; Linux; Observability; Risk Management,Infrastructure / SRE,Director,On-site,,,
greenhouse:digitalocean98:8053468,DigitalOcean,"Senior Director, Engineering - Serverless Compute Engineering",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=8053468,2026-08-17T02:10:47-04:00,greenhouse,2026-09-01T03:52:09Z,Core Cloud,,,Customer Success; Observability,Engineering,Director,On-site,,,
greenhouse:digitalocean98:8027194,DigitalOcean,"Senior Director, Marketing Communications",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8027194,2026-07-29T17:05:08-04:00,greenhouse,2026-09-01T03:52:09Z,Growth & Marketing,,,Partnerships,Marketing,Director,On-site,,,
greenhouse:digitalocean98:8027190,DigitalOcean,"Senior Director, Marketing Communications",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8027190,2026-07-29T17:04:48-04:00,greenhouse,2026-09-01T03:52:09Z,Growth & Marketing,,,Partnerships,Marketing,Director,On-site,,,
greenhouse:digitalocean98:7975227,DigitalOcean,Senior Director of Engineering – Storage Products,Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7975227,2026-06-17T03:22:59-04:00,greenhouse,2026-09-01T03:52:09Z,Core Cloud,,,Kubernetes; Observability,Engineering,Director,On-site,,,
greenhouse:digitalocean98:7714467,DigitalOcean,"Senior Engineer II, Inference Engine - Serving Engine",San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=7714467,2026-03-17T11:34:33-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,Generative AI; Go; LLMs; Observability; Python,Engineering,Senior,On-site,,,
greenhouse:digitalocean98:7714471,DigitalOcean,"Senior Engineer II, Inference Engine - Serving Engine",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7714471,2026-03-17T11:36:26-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,Generative AI; Go; LLMs; Observability; Python,Engineering,Senior,On-site,,,
greenhouse:digitalocean98:7749108,DigitalOcean,"Senior Engineering Manager, Kernel and Virt",Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7749108,2026-06-12T11:10:14-04:00,greenhouse,2026-09-01T03:52:09Z,IaaS & Data Centers,,,Kubernetes; LLMs; Observability; Product Management,Engineering,Manager,On-site,,,
greenhouse:digitalocean98:7960745,DigitalOcean,"Senior Engineering Manager, Users & Account Systems",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7960745,2026-06-04T10:12:17-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,AWS; Account Management; Google Cloud; Helm; JavaScript; Microsoft Azure; Node.js; Product Management; Terraform,Engineering,Manager,On-site,,,
greenhouse:digitalocean98:8143084,DigitalOcean,Senior Facilities Manager,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8143084,2026-08-20T19:54:07-04:00,greenhouse,2026-09-01T03:52:09Z,People,,,Incident Response,Other,Manager,On-site,,,
greenhouse:digitalocean98:8143080,DigitalOcean,Senior Facilities Manager,San Francisco,https://www.digitalocean.com/careers/position/apply/?gh_jid=8143080,2026-08-20T19:53:50-04:00,greenhouse,2026-09-01T03:52:09Z,People,,,Incident Response,Other,Manager,On-site,,,
greenhouse:digitalocean98:7987152,DigitalOcean,Senior Forward Deployed Applied Scientist I (Agentic AI),Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7987152,2026-08-04T07:39:32-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,LLMs; Machine Learning; PyTorch; Python; TensorFlow,AI / Machine Learning,Senior,On-site,,,
greenhouse:digitalocean98:7987138,DigitalOcean,Senior Forward Deployed Engineer I (AI Inference),Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7987138,2026-08-04T07:36:26-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,Generative AI; Go; Kubernetes; LLMs; Load Balancing; Python,AI / Machine Learning,Senior,On-site,,,
greenhouse:digitalocean98:7987090,DigitalOcean,Senior Forward Deployed Engineer I (AI Infra),Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7987090,2026-06-27T03:48:41-04:00,greenhouse,2026-09-01T03:52:09Z,Agentic AI,,,Ansible; C++; Helm; Kubernetes; LLMs; Linux; Python; Terraform,AI / Machine Learning,Senior,On-site,,,
greenhouse:digitalocean98:8162702,DigitalOcean,Senior Hardware Sourcer II,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162702,2026-08-31T15:21:30-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:7721627,DigitalOcean,Senior Infrastructure Security Engineer,Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7721627,2026-04-17T07:36:43-04:00,greenhouse,2026-09-01T03:52:09Z,Security,,,AWS; Ansible; Google Cloud; Kubernetes; Linux; Observability; SIEM; WAF,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:8162675,DigitalOcean,Senior Manager Datacenter Engineering,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=8162675,2026-08-27T17:35:46-04:00,greenhouse,2026-09-01T03:52:09Z,Physical Infrastructure,,,,Infrastructure / SRE,Manager,On-site,,,
greenhouse:digitalocean98:7979447,DigitalOcean,Senior Network Engineer,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7979447,2026-06-19T12:43:08-04:00,greenhouse,2026-09-01T03:52:09Z,Infrastructure,,,CI/CD; Git; Go; Grafana; Linux; Observability; Prometheus; Python,Infrastructure / SRE,Senior,On-site,,,
greenhouse:digitalocean98:7986802,DigitalOcean,"Senior Product Manager II, Managed Databases (MySQL)",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7986802,2026-06-22T14:18:48-04:00,greenhouse,2026-09-01T03:52:09Z,PaaS,,,AI Agents; Customer Success; MySQL; Product Management,Product,Manager,On-site,,,
greenhouse:digitalocean98:7986814,DigitalOcean,"Senior Product Manager II, Managed Databases (PostgreSQL)",Bengaluru,https://www.digitalocean.com/careers/position/apply/?gh_jid=7986814,2026-06-22T14:23:50-04:00,greenhouse,2026-09-01T03:52:09Z,PaaS,,,AI Agents; PostgreSQL; Product Management,Product,Manager,On-site,,,
greenhouse:digitalocean98:7821837,DigitalOcean,Senior Product Marketing Manager II,Seattle,https://www.digitalocean.com/careers/position/apply/?gh_jid=7821837,2026-07-27T16:03:08-04:00,greenhouse,2026-09-01T03:52:09Z,Growth & Marketing,,,,Marketing,Manager,On-site,,,
